"","market","country","property_type","room_type","bed_type","minimum_nights","maximum_nights","cancellation_policy","number_of_reviews","bedrooms","beds","accommodates","price","security_deposit","bathrooms","cleaning_fee","guests_included","extra_people","reviews_per_month","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","review_scores_rating","host_is_superhost","host_neighbourhood","host_identity_verified"
"2639","Barcelona","Spain","Apartment","Private room","Real Bed","1","1125","strict_14_with_grace_period",70,1,1,2,28,NA,1,20,1,0,NA,10,9,10,10,10,9,93,FALSE,"",FALSE
"2640","Barcelona","Spain","Apartment","Private room","Real Bed","1","1125","strict_14_with_grace_period",64,1,2,2,22,NA,1,20,1,0,NA,9,9,10,9,10,9,90,FALSE,"",FALSE
"2641","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","30","flexible",35,1,3,4,50,0,1,10,2,10,NA,10,9,10,10,9,10,97,TRUE,"",FALSE
"2642","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",3,1,2,4,1201,0,1,100,1,0,NA,9,8,10,10,10,9,87,FALSE,"Causeway Bay",FALSE
"2643","Montreal","Canada","Apartment","Private room","Real Bed","2","5","flexible",0,1,1,2,64,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Notre-Dame-de-Grace",FALSE
"2644","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","4","1125","strict_14_with_grace_period",17,2,3,7,950,1500,1,400,4,100,NA,9,10,10,9,10,9,87,FALSE,"Jordan",FALSE
"2645","Barcelona","Spain","Apartment","Private room","Real Bed","6","15","flexible",0,1,1,1,30,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"2646","Montreal","Canada","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",13,2,3,7,95,0,1,95,4,20,NA,10,9,10,10,9,9,91,FALSE,"Saint-Laurent",FALSE
"2647","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","5","20","strict_14_with_grace_period",4,1,2,2,399,0,1,0,1,0,NA,10,10,10,10,9,10,100,FALSE,"Ipanema",FALSE
"2648","Sydney","Australia","Boutique hotel","Private room","Real Bed","2","30","flexible",1,0,1,2,100,NA,1,NA,1,0,NA,4,2,6,2,8,4,40,FALSE,"Strathfield",TRUE
"2649","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",10,2,2,5,903,1000,1,300,4,150,NA,10,10,10,10,10,9,96,FALSE,"Mong Kok",FALSE
"2650","Sydney","Australia","House","Private room","Real Bed","3","1125","flexible",13,2,2,3,200,180,1,20,1,10,NA,9,9,10,10,10,9,95,FALSE,"",FALSE
"2651","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","6","1125","moderate",0,1,1,4,25,0,1,100,4,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Vila de Gràcia",FALSE
"2652","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","4","1125","strict_14_with_grace_period",12,0,1,2,377,0,1,0,1,0,NA,10,10,10,10,10,10,98,TRUE,"Mong Kok",FALSE
"2653","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","1125","moderate",14,1,1,2,35,150,1,20,1,0,NA,9,10,10,9,10,9,96,TRUE,"",FALSE
"2654","Sydney","Australia","Tiny house","Shared room","Real Bed","7","14","flexible",0,1,1,1,16,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"2655","Sydney","Australia","House","Entire home/apt","Real Bed","2","30","strict_14_with_grace_period",0,2,2,4,235,450,1,150,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Paddington",FALSE
"2656","Istanbul","Turkey","Bed and breakfast","Private room","Real Bed","1","1125","flexible",0,1,2,2,127,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Sultanahmet",FALSE
"2657","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","32","364","flexible",2,1,1,2,45,500,1,0,1,0,NA,10,10,10,10,9,10,100,FALSE,"Sant Antoni",TRUE
"2658","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","3","90","super_strict_60",1,1,2,4,198,0,1,150,4,0,NA,4,6,10,10,2,6,60,FALSE,"Ipanema",TRUE
"2659","Hong Kong","Hong Kong","Loft","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",12,0,2,2,518,NA,1,NA,2,100,NA,9,9,10,9,10,9,87,FALSE,"Mong Kok",FALSE
"2660","Istanbul","Turkey","Loft","Private room","Real Bed","1","7","flexible",0,1,2,1,69,0,1,50,1,40,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"2661","Porto","Portugal","House","Private room","Real Bed","2","1125","moderate",28,1,3,3,30,0,1,0,1,0,NA,10,9,10,10,9,9,95,FALSE,"",FALSE
"2662","Montreal","Canada","Apartment","Entire home/apt","Real Bed","1","31","strict_14_with_grace_period",51,1,4,6,199,0,1,79,2,15,NA,8,9,9,9,10,9,88,FALSE,"Chinatown",FALSE
"2663","Barcelona","Spain","Apartment","Private room","Real Bed","1","1125","strict_14_with_grace_period",50,1,1,1,18,NA,1,NA,1,0,NA,9,7,9,9,9,8,80,FALSE,"Navas",FALSE
"2664","Porto","Portugal","Apartment","Private room","Real Bed","1","3","moderate",72,1,1,2,20,0,1,6,1,0,NA,10,10,10,10,9,9,93,FALSE,"",FALSE
"2665","New York","United States","Apartment","Entire home/apt","Real Bed","14","30","strict_14_with_grace_period",5,1,1,2,56,500,1,70,1,0,NA,10,9,10,10,10,10,100,FALSE,"Lefferts Garden",TRUE
"2666","Montreal","Canada","Serviced apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",19,1,2,5,99,500,1.5,70,4,20,NA,9,9,9,9,10,9,89,FALSE,"Ville-Marie",FALSE
"2667","Montreal","Canada","House","Private room","Real Bed","32","184","flexible",0,1,2,2,46,NA,2,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Le Sud-Ouest",TRUE
"2668","Montreal","Canada","House","Private room","Real Bed","32","184","flexible",0,1,1,1,35,NA,2,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Le Sud-Ouest",TRUE
"2669","Rio De Janeiro","Brazil","Apartment","Private room","Real Bed","1","1125","strict_14_with_grace_period",43,1,1,2,127,300,1.5,NA,1,60,NA,10,10,10,10,10,10,98,TRUE,"Lapa",FALSE
"2670","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",8,1,1,2,903,900,1,0,2,160,NA,10,10,10,10,10,9,98,FALSE,"Sheung Wan",FALSE
"2671","Sydney","Australia","Apartment","Entire home/apt","Real Bed","2","28","flexible",47,1,1,2,85,0,1,85,2,0,NA,10,10,10,10,10,10,97,TRUE,"Potts Point",TRUE
"2672","Istanbul","Turkey","Serviced apartment","Entire home/apt","Real Bed","3","365","strict_14_with_grace_period",0,3,8,8,786,524,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"2673","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","3","1125","strict_14_with_grace_period",4,2,5,6,246,400,2,200,5,20,NA,9,10,10,10,10,9,95,FALSE,"",TRUE
"2674","Sydney","Australia","Apartment","Entire home/apt","Real Bed","2","21","strict_14_with_grace_period",31,1,1,2,80,150,1,100,1,0,NA,9,9,10,10,10,9,91,TRUE,"Manly",TRUE
"2675","Sydney","Australia","Apartment","Entire home/apt","Real Bed","1","1125","moderate",51,2,2,4,246,500,2.5,100,2,25,NA,9,8,10,10,10,9,89,FALSE,"Darlinghurst",FALSE
"2676","Barcelona","Spain","Serviced apartment","Entire home/apt","Real Bed","2","30","strict_14_with_grace_period",29,2,4,6,115,0,1,45,2,15,NA,10,10,10,10,10,10,99,TRUE,"La Sagrada Família",FALSE
"2677","Sydney","Australia","Apartment","Entire home/apt","Real Bed","3","1125","strict_14_with_grace_period",0,2,3,4,200,NA,1,100,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",TRUE
"2678","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",63,2,3,6,856,785,1,306,2,157,NA,9,9,10,10,9,9,90,FALSE,"Central",FALSE
"2679","Montreal","Canada","House","Entire home/apt","Real Bed","4","1125","flexible",0,3,3,6,284,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Downtown Montreal",TRUE
"2680","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","2","7","strict_14_with_grace_period",45,2,3,5,502,1000,1,300,4,100,NA,10,10,10,10,10,10,95,FALSE,"Tsim Sha Tsui",TRUE
"2681","Hong Kong","Hong Kong","Condominium","Entire home/apt","Real Bed","2","1125","moderate",5,1,1,4,1287,0,1,280,1,280,NA,10,8,10,10,10,10,96,FALSE,"Ho Man Tin",TRUE
"2682","Istanbul","Turkey","Aparthotel","Private room","Real Bed","1","365","moderate",0,1,2,2,453,596,1,0,1,179,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Kadıköy",FALSE
"2683","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","2","10","moderate",3,1,1,4,1083,0,1,280,2,300,NA,10,9,10,10,10,9,100,FALSE,"Ho Man Tin",TRUE
"2684","Maui","United States","Condominium","Entire home/apt","Real Bed","1","45","moderate",28,1,1,4,157,250,1,150,2,25,NA,10,10,10,10,9,9,93,FALSE,"Napili/Honokowai",FALSE
"2685","Montreal","Canada","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",11,2,2,6,180,0,1,100,1,0,NA,9,10,10,10,9,9,96,TRUE,"Le Plateau",FALSE
"2686","Istanbul","Turkey","Serviced apartment","Entire home/apt","Real Bed","3","35","moderate",31,3,5,8,295,0,1,0,1,0,NA,10,9,10,10,10,9,96,TRUE,"Taksim",TRUE
"2687","Barcelona","Spain","Apartment","Private room","Real Bed","2","7","flexible",24,1,1,2,29,85,2,5,1,15,NA,10,10,10,10,10,10,96,TRUE,"Guinardó",FALSE
"2688","Sydney","Australia","Townhouse","Private room","Real Bed","2","1125","strict_14_with_grace_period",11,1,2,2,75,0,1,50,1,20,NA,10,9,10,10,10,10,100,TRUE,"Erskineville",FALSE
"2689","Sydney","Australia","Apartment","Entire home/apt","Real Bed","2","1125","moderate",11,2,3,6,200,0,1,100,1,30,NA,10,10,10,9,10,10,91,FALSE,"Ultimo",FALSE
"2690","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","2","30","moderate",52,1,2,4,793,1000,1,50,4,100,NA,10,9,10,10,10,10,95,FALSE,"Jordan",TRUE
"2691","Istanbul","Turkey","Boutique hotel","Private room","Real Bed","2","1125","moderate",0,1,3,4,174,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Sultanahmet",FALSE
"2692","Rio De Janeiro","Brazil","Apartment","Entire home/apt","Real Bed","1","1125","moderate",19,1,1,3,201,0,1,100,2,25,NA,10,10,10,10,10,10,100,TRUE,"Leblon",FALSE
"2693","Istanbul","Turkey","Apartment","Entire home/apt","Real Bed","2","1125","moderate",35,1,2,3,290,NA,1,77,2,36,NA,10,10,10,10,10,10,99,FALSE,"",TRUE
"2694","Sydney","Australia","House","Entire home/apt","Real Bed","3","70","strict_14_with_grace_period",0,2,2,4,165,NA,2,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Monterey",TRUE
"2695","Barcelona","Spain","Apartment","Private room","Real Bed","2","30","strict_14_with_grace_period",13,1,1,2,55,100,1,20,1,10,NA,9,8,9,9,10,9,86,FALSE,"",FALSE
"2696","New York","United States","Apartment","Private room","Real Bed","30","1000","strict_14_with_grace_period",76,1,1,3,98,300,1,50,1,65,NA,10,10,10,10,10,10,97,TRUE,"Meatpacking District",FALSE
"2697","Rio De Janeiro","Brazil","House","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",0,0,1,16,1444,1000,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Ipanema",TRUE
"2698","Istanbul","Turkey","Apartment","Private room","Real Bed","1","1125","flexible",1,0,1,1,548,NA,1,NA,1,0,NA,10,10,10,10,10,10,100,FALSE,"",FALSE
"2699","Istanbul","Turkey","Boutique hotel","Private room","Real Bed","1","1125","flexible",0,2,4,5,833,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Sultanahmet",FALSE
"2700","Montreal","Canada","Condominium","Entire home/apt","Real Bed","300","1125","flexible",4,2,2,3,50,NA,1,NA,1,0,NA,10,9,10,10,10,10,90,FALSE,"",TRUE
"2701","Maui","United States","Condominium","Entire home/apt","Real Bed","1","1125","flexible",36,1,1,4,99,0,1,84,2,5,NA,10,10,10,10,10,10,96,TRUE,"Kihei/Wailea",TRUE
"2702","Barcelona","Spain","Loft","Private room","Real Bed","3","20","strict_14_with_grace_period",24,1,1,2,50,200,1.5,15,1,0,NA,10,9,10,10,9,9,92,FALSE,"El Poblenou",TRUE
"2703","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","32","330","moderate",0,1,1,2,60,0,1,120,2,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Adelfas",FALSE
"2704","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","31","1125","strict_14_with_grace_period",2,1,1,2,45,500,1,60,1,0,NA,10,10,10,10,10,10,100,FALSE,"El Gòtic",FALSE
"2705","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","1125","flexible",15,1,2,4,42,100,2,20,2,5,NA,10,10,10,10,9,10,97,FALSE,"",TRUE
"2706","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","31","1125","strict_14_with_grace_period",2,1,1,4,58,500,1,60,1,0,NA,2,2,10,10,8,2,20,FALSE,"El Gòtic",FALSE
"2707","Hong Kong","Hong Kong","Apartment","Private room","Real Bed","29","1125","flexible",0,1,1,2,283,1000,1,100,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Kennedy Town",FALSE
"2708","Sydney","Australia","Apartment","Private room","Real Bed","5","27","flexible",2,1,1,2,50,NA,1,50,1,0,NA,10,10,10,10,10,10,100,FALSE,"",FALSE
"2709","Porto","Portugal","House","Entire home/apt","Real Bed","1","28","strict_14_with_grace_period",3,1,2,3,50,200,1,35,2,25,NA,10,10,10,10,10,10,100,FALSE,"",FALSE
"2710","Porto","Portugal","House","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",0,0,1,3,69,0,1,25,3,15,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"2711","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","180","strict_14_with_grace_period",12,1,2,4,50,0,1,18,2,7,NA,10,10,10,10,9,9,98,TRUE,"",TRUE
"2712","Montreal","Canada","Apartment","Entire home/apt","Real Bed","5","1125","moderate",58,0,1,2,119,0,1,65,1,0,NA,10,10,10,10,10,10,98,TRUE,"Le Plateau",FALSE
"2713","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","1125","moderate",6,0,1,2,55,0,1,16,2,0,NA,10,10,10,10,10,10,100,FALSE,"",FALSE
"2714","Montreal","Canada","Apartment","Private room","Real Bed","3","60","flexible",4,1,2,2,35,NA,1,NA,1,0,NA,10,10,10,10,9,10,95,FALSE,"Le Plateau",FALSE
"2715","Sydney","Australia","Townhouse","Entire home/apt","Real Bed","4","1125","strict_14_with_grace_period",6,2,2,4,112,NA,1.5,50,1,0,NA,10,10,10,10,10,10,97,FALSE,"",TRUE
"2716","Istanbul","Turkey","Apartment","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",1,1,2,3,612,NA,1,NA,1,0,NA,10,10,10,10,10,10,100,TRUE,"Şişli",TRUE
"2717","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","1125","moderate",37,1,1,3,50,0,1,15,2,10,NA,9,9,9,9,9,9,89,FALSE,"",FALSE
"2718","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",5,1,1,3,597,NA,1,0,1,0,NA,10,10,10,10,9,9,100,FALSE,"",TRUE
"2719","Montreal","Canada","Apartment","Entire home/apt","Real Bed","4","1125","strict_14_with_grace_period",2,3,4,5,95,150,1,70,2,20,NA,10,9,10,10,9,10,100,FALSE,"La Petite-Patrie",FALSE
"2720","Istanbul","Turkey","Serviced apartment","Entire home/apt","Real Bed","5","1124","moderate",1,2,3,4,749,29897,1,250,2,50,NA,4,10,6,10,10,6,60,FALSE,"",FALSE
"2721","Barcelona","Spain","Apartment","Private room","Real Bed","2","1125","moderate",11,1,1,2,80,NA,1,NA,1,0,NA,10,10,10,10,10,10,100,TRUE,"L'Antiga Esquerra de l'Eixample",FALSE
"2722","New York","United States","Apartment","Entire home/apt","Real Bed","2","12","strict_14_with_grace_period",74,1,1,3,250,400,1,85,2,50,NA,10,9,10,10,10,9,95,FALSE,"Chelsea",TRUE
"2723","Barcelona","Spain","Apartment","Entire home/apt","Real Bed","60","1095","strict_14_with_grace_period",0,3,3,3,80,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Sants-Montjuïc",FALSE
"2724","Sydney","Australia","Apartment","Private room","Real Bed","1","1125","strict_14_with_grace_period",11,1,1,1,100,0,1,29,1,0,NA,9,9,10,10,10,9,95,FALSE,"Elizabeth Bay/Rushcutters Bay",FALSE
"2725","Sydney","Australia","House","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",33,3,5,6,151,0,1,50,4,20,NA,9,9,10,10,10,9,92,FALSE,"",FALSE
"2726","Oahu","United States","House","Entire home/apt","Real Bed","1","1125","super_strict_60",0,4,4,6,800,500,3,800,8,25,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Kuliouou/Kalani Iki",FALSE
"2727","Montreal","Canada","Condominium","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",21,1,1,3,85,NA,1,30,1,0,NA,10,8,9,10,9,9,90,FALSE,"Griffintown",FALSE
"2728","Barcelona","Spain","Casa particular (Cuba)","Private room","Real Bed","1","1125","strict_14_with_grace_period",6,1,1,2,53,NA,2,NA,1,0,NA,9,8,10,10,9,9,90,TRUE,"",FALSE
"2729","Hong Kong","China","Apartment","Entire home/apt","Real Bed","1","1125","flexible",3,2,2,4,526,NA,1,NA,1,0,NA,9,8,10,10,9,9,87,FALSE,"",FALSE
"2730","Montreal","Canada","Other","Entire home/apt","Real Bed","2","1125","flexible",30,0,2,5,99,0,1,28,1,50,NA,9,9,9,9,9,9,88,FALSE,"Mile End",FALSE
"2731","Porto","Portugal","Loft","Entire home/apt","Real Bed","1","1125","flexible",1,0,2,2,60,0,1,0,2,0,NA,10,10,10,10,10,10,100,TRUE,"",FALSE
"2732","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","3","1125","flexible",4,1,1,2,848,NA,1,250,1,0,NA,10,10,10,10,10,10,100,FALSE,"Sai Ying Pun",FALSE
"2733","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","1125","flexible",36,0,2,3,45,100,1,20,2,10,NA,10,9,9,9,10,9,93,FALSE,"",FALSE
"2734","Istanbul","Turkey","Boutique hotel","Private room","Real Bed","1","1125","flexible",0,1,1,2,142,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"2735","Sydney","Australia","Apartment","Private room","Real Bed","2","1125","moderate",7,1,2,2,109,300,1,40,1,15,NA,9,9,9,10,10,9,93,FALSE,"Rhodes",FALSE
"2736","New York","United States","Apartment","Entire home/apt","Real Bed","3","1125","moderate",4,1,2,4,200,100,1,10,1,10,NA,10,8,10,10,10,9,95,FALSE,"Kips Bay",TRUE
"2737","Montreal","Canada","Apartment","Entire home/apt","Real Bed","1","60","strict_14_with_grace_period",22,1,1,2,64,300,1,65,2,30,NA,10,10,10,10,10,9,97,TRUE,"Le Plateau",TRUE
"2738","Rio De Janeiro","Brazil","Condominium","Private room","Real Bed","1","1125","moderate",2,1,1,1,201,NA,1,NA,1,0,NA,10,10,10,10,10,10,100,FALSE,"",FALSE
"2739","Porto","Portugal","Hostel","Private room","Real Bed","1","30","flexible",0,1,1,2,60,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"2740","The Big Island","United States","Farm stay","Private room","Real Bed","2","9","flexible",12,1,1,2,169,0,1,39,1,0,NA,10,10,10,10,10,10,100,FALSE,"Hilo",FALSE
"2741","Istanbul","Turkey","Serviced apartment","Entire home/apt","Real Bed","2","1125","flexible",0,1,1,4,295,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",TRUE
"2742","Hong Kong","Hong Kong","Apartment","Entire home/apt","Real Bed","3","1125","flexible",16,1,1,2,950,0,1.5,200,1,0,NA,10,10,10,10,10,10,100,TRUE,"Wan Chai",TRUE
"2743","Montreal","Canada","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",20,1,1,4,119,500,1,69,1,0,NA,9,9,9,10,10,9,89,TRUE,"Hochelaga-Maisonneuve",TRUE
"2744","Hong Kong","Hong Kong","Condominium","Entire home/apt","Real Bed","4","1125","flexible",0,3,3,6,1303,NA,2,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",TRUE
"2745","Barcelona","Spain","Serviced apartment","Private room","Real Bed","60","90","moderate",5,1,1,1,17,0,2,0,1,5,NA,10,10,10,10,10,10,100,FALSE,"Sant Gervasi - la Bonanova",FALSE
"2746","Montreal","Canada","Apartment","Entire home/apt","Real Bed","6","360","flexible",7,0,1,1,89,0,1,35,1,22,NA,10,10,8,9,9,9,97,TRUE,"Downtown Toronto",TRUE
"2747","Montreal","Canada","Apartment","Private room","Real Bed","4","11","flexible",1,1,1,2,25,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Le Plateau",FALSE
"2748","Sydney","Australia","Apartment","Private room","Real Bed","2","90","moderate",17,1,1,2,129,0,1,20,1,0,NA,10,10,10,10,10,10,99,FALSE,"Darlinghurst",FALSE
"2749","Porto","Portugal","Apartment","Entire home/apt","Real Bed","3","365","moderate",188,1,1,4,65,0,NA,0,2,15,NA,10,10,10,10,10,10,97,TRUE,"",FALSE
"2750","Barcelona","Spain","Apartment","Private room","Real Bed","4","270","flexible",0,0,1,1,2000,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"El Raval",FALSE
"2751","Montreal","Canada","Apartment","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",53,1,3,4,68,300,1,55,2,35,NA,9,9,10,10,10,9,94,TRUE,"Le Plateau",TRUE
"2752","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",56,1,2,2,45,0,1,25,1,0,NA,10,10,10,10,10,10,97,TRUE,"",TRUE
"2753","Barcelona","Spain","Apartment","Private room","Real Bed","2","30","strict_14_with_grace_period",23,1,1,2,47,0,1,10,1,0,NA,10,10,10,10,10,9,95,FALSE,"El Born",FALSE
"2754","Hong Kong","Hong Kong","Condominium","Entire home/apt","Real Bed","2","1125","strict_14_with_grace_period",72,1,1,2,353,0,1,39,2,100,NA,10,10,10,10,10,10,94,FALSE,"Mong Kok",FALSE
"2755","Sydney","Australia","House","Private room","Real Bed","2","1125","flexible",2,1,1,2,55,NA,1,NA,1,0,NA,10,10,10,9,10,10,90,FALSE,"Redfern",FALSE
"2756","Istanbul","Turkey","Apartment","Entire home/apt","Real Bed","2","89","flexible",0,2,2,4,1055,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"2757","Porto","Portugal","Apartment","Entire home/apt","Real Bed","3","1125","flexible",3,3,4,6,120,0,2,48,1,0,NA,8,10,9,9,10,9,87,TRUE,"",FALSE
"2758","Hong Kong","Hong Kong","Serviced apartment","Entire home/apt","Real Bed","2","1125","flexible",2,2,3,4,761,0,1,117,1,0,NA,10,8,10,10,10,10,100,FALSE,"Hung Hom",FALSE
"2759","Barcelona","Spain","Apartment","Private room","Real Bed","1","1125","flexible",6,1,1,1,45,NA,1,10,1,0,NA,10,10,10,10,10,10,100,TRUE,"",FALSE
"2760","Rio De Janeiro","Brazil","Condominium","Entire home/apt","Real Bed","1","90","strict_14_with_grace_period",0,1,2,4,250,1000,1,120,1,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Copacabana",TRUE
"2761","Porto","Portugal","Apartment","Entire home/apt","Real Bed","2","300","moderate",7,2,4,5,50,0,1,30,2,10,NA,10,10,10,10,10,10,100,FALSE,"",TRUE
"2762","Porto","Portugal","House","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",30,3,1,6,55,NA,1,25,1,0,NA,9,9,10,10,8,9,85,FALSE,"",FALSE
"2763","Montreal","Canada","Condominium","Entire home/apt","Real Bed","1","1125","strict_14_with_grace_period",41,1,3,4,110,1500,1,58,1,0,NA,10,10,10,10,10,10,99,TRUE,"Downtown Montreal",FALSE
"2764","Barcelona","Spain","Apartment","Private room","Real Bed","1","1","flexible",41,1,1,2,40,NA,1,NA,1,0,NA,10,10,10,10,9,9,95,TRUE,"El Clot",FALSE
"2765","Hong Kong","Hong Kong","Condominium","Entire home/apt","Real Bed","1","1125","moderate",6,3,4,7,1515,1168,2,234,7,0,NA,8,8,9,9,10,9,83,FALSE,"Tsim Sha Tsui",FALSE
"2766","Porto","Portugal","House","Entire home/apt","Real Bed","2","30","flexible",23,3,4,6,70,NA,2,NA,6,15,NA,10,10,10,10,9,10,99,FALSE,"",FALSE
"2767","Porto","Portugal","Apartment","Private room","Real Bed","1","1125","flexible",0,1,1,2,60,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"",FALSE
"2768","Montreal","Canada","Bungalow","Private room","Real Bed","3","1125","strict_14_with_grace_period",2,1,1,2,24,0,1,7,1,12,NA,10,10,10,9,9,10,100,FALSE,"Rivière-des-Prairies-Pointe-aux-Trembles",FALSE
"2769","Istanbul","Turkey","Apartment","Entire home/apt","Real Bed","1","1125","moderate",9,2,2,6,285,NA,1,NA,1,0,NA,9,8,9,8,9,8,78,FALSE,"Karaköy",FALSE
"2770","Maui","United States","Condominium","Entire home/apt","Real Bed","4","1125","strict_14_with_grace_period",8,2,2,6,259,500,2,175,1,0,NA,10,9,9,10,10,10,95,FALSE,"Kihei/Wailea",FALSE
